Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1756944000;base-WETH+superOETHb ;0x9da8420dbeebdfc4902b356017610259ef7eedd8;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.895340;8219.101652;32.70
1756944000;fraxtal-sdUSD+sfrxUSD ;0x4ec899e59cb5595d515b281a549a730e79e1b671;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.027703;254.309869;1.01
1756944000;sonic-dUSD+frxUSD ;0x99001d209c6cb5fbb05cc6566eac07b2bca68e58;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.051992;477.282548;1.90
1756944000;sonic-sdUSD+wstkscUSD ;0x175ffddd16515a64d46415dd7e935e4b4fa7d710;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.034334;315.178067;1.25
1756944000;sonic-CrossCurve Stab… ;0x9c8e4bc051beff9894cd0f368f2b51618f663d2b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.064321;590.459926;2.35
1756944000;arbi-USD₮0+EYWA ;0xae0f794bc4cad74739354223b167dbd04a3ac6a5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.217494;1996.566268;7.94
1756944000;sonic-CrossCurve Stab… ;0xa58595992f7e80a83b0ea6bf1a88fb071489c183;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.099833;916.456648;3.65
1756944000;sonic-CrossCurve Stab… ;0xf7816fa0e0d2b56d799f45bca8d4bbe836a55422;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.099833;916.456648;3.65
1756944000;taiko-sxfrxETH_s+WETH ;0xf7364d6351cfdf42b711ba982dd43a74912ab094;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.190880;1752.257281;6.97
1756944000;taiko-sxfrxUSD_s+USDC ;0xc7eede6fbc07522c2b0c288905d79e397edf2529;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.103399;949.187242;3.78
1756944000;arbi-crvUSD+WETH+GMAC ;0xda9a503e67a075af2c3ea840256b02891535471a;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.350468;3217.252121;12.80
1756944000;uniETH+frxETH ;0x86611888764d7f1787aaf9697894ab0f78aa616b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.127660;1171.904934;4.66
1756944000;uniBTC+frxUSD ;0x51d8cc735f933a6cfa3907dffe4b72021d785450;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.047861;439.354620;1.75
1756944000;uniBTC+brBTC ;0xaa7fb75ac4a0729fb45c3ad165505b435973e812;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.153785;1411.728476;5.62
1756944000;WBTC+uniBTC ;0xf73aaf236ffd467d2cc544055ca3559a0f7cd92c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.273179;2507.744884;9.98
