Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1844.635918;137.145870;20.70
tETH/wstETH;0x870d8fd230a6261db8d4c168038e55ae3a7eb4b2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;223.196685;38.220733;5.77
rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;319.698621;54.745955;8.26
BPT-rETH-ETH;0xdacd99029b4b94cd04fe364aac370829621c1c64;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;239.216142;40.963943;6.18
bb-WETH-wstETH;0xf8c85bd74fee26831336b51a90587145391a27ba;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;349.561744;59.859787;9.04
weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;343.702662;58.856464;8.88
ETHx/wstETH;0xac08fde28aa2d123b61a5db3074caf72760ffeeb;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;208.553018;35.713117;5.39
20WETH-80ALCX;0x183d73da7adc5011ec3c46e33bb50271e59ec976;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;115.314534;19.746736;2.98
Surge eK3 savUSD-USDT;0xa7165e1e3defe55dada5c4289268d57faba6dad2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;304.969160;52.223647;7.88
aWAVAX-aSAVAX-ggAVAX;0x5c13c3b72b031b6405046c319b2d840d3c1403c7;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;230.619740;39.491875;5.96
Surge sUSDX USDX aUSDT;0xeb312b0d7795743c3de905bc09c0d62aa180a7a6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;85.997816;14.726471;2.22
Aave GHO-USR;0x1b7e33186c7e9c337508bb65ea9dc498ab14fcae;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;79.230009;13.567536;2.05
Aave USDC-Aave GHO;0x1da19f38eb6f2c22199dc0848118b26095c29aed;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;567.887775;97.246458;14.68
