Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Transaction Hash
scrvUSD+USDaf ;0x3e56EC9bD2992D9220eD615CEaeC59613cCac730;opASF;0x7fe24f1a024d33506966cb7ca48bab8c65fb632d;5493.957507;0x45d491f16eab2ab6b756a8d4b891b26130bbd2eaedd5a4a41557c36e3bc19e01
