Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
arbi-alXAI+XAI ;0x0b8750500484629c213437d70001e862685CE2D0;sdCRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;6666.000000;6666.000000;14.49
arbi-USD₮0+EYWA ;0xae0f794Bc4Cad74739354223b167dbD04A3Ac6A5;sdCRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;3400.000000;3400.000000;7.39
sUSD+USDe ;0x5Dd3e384621e00a9fe1868c257c03FA78AE24e47;sdCRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;35951.000000;35951.000000;78.13
