Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1731.027730;93.190103;8.30
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;7090.254034;290.156089;25.85
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;8981.303227;367.543928;32.75
rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;164.461825;37.264022;3.32
tETH/wstETH;0xf697535848b535900c76f70f1e36ec3985d27862;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;245.628539;55.654906;4.96
weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;191.767807;43.451055;3.87
ankrETH/wstETH;0xbf65b3fa6c208762ed74e82d4aefcddfd0323648;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;268.008883;60.725880;5.41
20WETH-80ALCX;0x183d73da7adc5011ec3c46e33bb50271e59ec976;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;31.274759;7.086285;0.63
Surge sUSDX USDX aUSDT;0xeb312b0d7795743c3de905bc09c0d62aa180a7a6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;360.425733;81.665837;7.28
Surge eK3 savUSD-USDT;0xa7165e1e3defe55dada5c4289268d57faba6dad2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;377.670896;85.573273;7.62
