Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1764806400;fxSAVE - 30APR2026;0x0e3735d5Ee96d21426Ee40e7Dcb623513e0b6876;fxUSD;0x085780639CC2cACd35E474e71f4d000e2405d8f6;289.020505;130.637242;100.00
