Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Transaction Hash
USDaf+fxUSD+BOLD+USDC;0xE534E5e86382d64133ecd6b7f717C69BEC8B40CA;USDaf;0x9cf12ccd6020b6888e4d4c4e4c7aca33c1eb91f8;280.000142;0x029d5cdf32c3b5fbb313476ca1123569998663ac08493339781212d9dd570892
USDaf+fxUSD+BOLD+USDC;0xE534E5e86382d64133ecd6b7f717C69BEC8B40CA;USDaf;0x9cf12ccd6020b6888e4d4c4e4c7aca33c1eb91f8;280.000142;0x33bc5a6c249aa26dfe36e36b22c89449a22a37a574d8f914f207adbab6df398e
