ChainId;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;
8453;sonic-USDp+frxUSD ;0x62378611c634724F740e5Dc5e7C64B34E7d57423;USDp;0x76A9A0062ec6712b99B4f63bD2b4270185759dd5;169084054358962043432;
8453;base-WETH+superOETHb ;0x92106DCFa053A8283213a062735649cbf0e718A2;CRV;0x8Ee73c484A26e0A5df2Ee2a4960B789967dd0415;3017303820905449390387;
8453;fraxtal-frxUSD+dUSD ;0xAc05cd62ba7874a4e3AdA9F0CCE4A3CD077EEec8;frxUSD;0xe5020A6d073a794B6E7f05678707dE47986Fb0b6;323208209223080277528;
1;CRV+sdCRV ;0x26F7786de3E6D9Bd37Fcf47BE6F2bC455a21b74A;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;7032316248052797111344;
42161;arbi-USD₮0+EYWA ;0xae0f794Bc4Cad74739354223b167dbD04A3Ac6A5;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;377200230305566458713112;
1;USDFI+frxUSD ;0x0148aC2d0FfABb7634ffac5e7B770A34773E92Ed;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;47766441063474346801;
1;USDFI+frxUSD ;0x0148aC2d0FfABb7634ffac5e7B770A34773E92Ed;USDFI;0xa0ED3359902EfF692e5b8167038133a73D641909;155391128627479126436;
1;MUSD+crv2pool ;0x7D6b0D7e8F5E78c0890F9e512eD70F57fd225cac;MUSD;0xdD468A1DDc392dcdbEf6db6e34E89AA338F9F186;1133976708005731040740;
1;MUSD+sUSDe ;0x1169ba7f4204F26Ff5aF55A7aAFbdAaDFDf9FAA2;MUSD;0xdD468A1DDc392dcdbEf6db6e34E89AA338F9F186;953756016044540733862;
1;OETH+WETH ;0x36cC1d791704445A5b6b9c36a667e511d4702F3f;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;9547344241715547722588;
42161;arbi-lend-crvUSD;0xC1b06b52848fd69D4734983d923e0a0101111e21;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;160517305534736454348710;
42161;sonic-CrossCurve Stab… ;0xd8e309F20605E0eE8486c26957f95DBdAe99F913;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;164406432390028317088966;
42161;sonic-CrossCurve Stab… ;0x14D744a05b0aD905eBd4aB7727B6039855084fcb;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;164406432390028317088966;
42161;sonic-CrossCurve WETH… ;0xB7cBE208F7568a62544923Af52b455d261c58c4e;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;164406432390028317088966;
1;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;18712647721843908151409148;
1;msUSD+FRAXBP ;0xd5f2e6612E41bE48461FDBA20061E3c778Fe6EC4;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;10893480953;
1;msETH+WETH ;0x4e227d29b33B77113F84bcC189a6F886755a1f24;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;5041611020;
1;USDC+USDf ;0x156527deF9a2AB4F54C849575f23dC4BB439d9d9;USDf;0xFa2B947eEc368f42195f24F36d2aF29f7c24CeC2;7353965222045862880745;
1;frxUSD+USDf ;0xbb6c782738bc37484d0773f3D6bEce4DDc20cBdF;USDf;0xFa2B947eEc368f42195f24F36d2aF29f7c24CeC2;799839597234840757850;
1;frxUSD+USDf ;0xbb6c782738bc37484d0773f3D6bEce4DDc20cBdF;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;470465651093533741015;
1;sUSD+sUSDe ;0x411387Be45F5c001159f3d76e26Fe7D200e5Dc71;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;3421093192;
1;uniETH+frxETH ;0x86611888764D7F1787aAF9697894Ab0F78aA616b;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;1171588683675368946384;
1;uniETH+frxETH ;0x86611888764D7F1787aAF9697894Ab0F78aA616b;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;416747878271338191491;
1;USDFI+USDaf+ebUSD+BOLD ;0xF575337B54C101111DA80B7a2e5440F6177BFF1a;USDFI;0xa0ED3359902EfF692e5b8167038133a73D641909;101688689395469420670;
1;USDFI+USDaf+ebUSD+BOLD ;0xF575337B54C101111DA80B7a2e5440F6177BFF1a;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;101462904;
1;USDFI+USDaf+ebUSD+BOLD ;0xF575337B54C101111DA80B7a2e5440F6177BFF1a;ebUSD;0x09fD37d9AA613789c517e76DF1c53aEce2b60Df4;203377487347932173024;
1;sonic-USDp+frxUSD ;0x62378611c634724F740e5Dc5e7C64B34E7d57423;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;99477785314522660461;
1;WETH+ASF ;0x1a38A26f1EB658f0CAef3A5A722e56d44511279B;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1118338642;
