Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;463.809797;18.018338;2.73
80T-20TBTC;0xCc6A23446f6388D78F3037BD55f2eB820352d982;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;9547.784864;29.818427;4.53
2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;11599.549705;36.226238;5.50
50wstETH-50ACX;0xf7b0751fea697cf1a541a5f57d11058a8fb794ee;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;291.629248;41.280416;6.27
wstETH-rETH-sfrxETH-BPT;0x0021e01b9fab840567a8291b864ff783894eabc6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;90.405649;12.797011;1.94
wstETH-WETH-BPT;0x5c0f23a5c1be65fa710d385814a7fd1bda480b1c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;181.297743;25.662880;3.90
50rETH-50RPL;0x2c2179abce3413e27bda6917f60ae37f96d01826;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;144.390286;20.438592;3.10
ShezUSD/sDAI;0xa71adac76a2e34f8f988fa6992e3bdad08d92c01;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;30.836886;4.364993;0.66
maticX-WMATIC-BPT;0x9965713498c74aee49cef80b2195461f188f24f8;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;142.148682;20.121290;3.05
ggAVAX-WAVAX-BPT;0xa86e8e8cfae8c9847fa9381d4631c13c7b3466bd;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;431.979149;61.147087;9.28
bb-WETH-wstETH;0xf8c85bd74fee26831336b51a90587145391a27ba;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;150.389132;21.287734;3.23
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;1814.991385;113.078208;17.16
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;2128.142574;132.588260;20.12
20GYD-80D2D;0xBC5E2f2945Ff4a6568C4DBD3aA15D9e8FfDF0125;sdBal;0xF24d8651578a55b0C119B9910759a351A3458895;71.000000;71.000000;10.78
80D2D-20USDC;0x1249c510e066731FF14422500466A7102603da9e;sdBal;0xF24d8651578a55b0C119B9910759a351A3458895;51.000000;51.000000;7.74
