Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
ethereum-sw-stkGHO-03/25/2025;0x9429E06FFD09Cf97007791B8bF3845171f1425E8;GHO;0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee;1385062735460959796904;
base-upLBTC-03/30/2025;0xA88595Fdb5898861d371598468A1e9484B33f55F;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;11708289775637298566909;
base-sw-9SETHcore-04/10/2025;0x8D6c6B440054919875D3d7f9FeCc400411643248;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;48256810293249232324468;
ethereum-yvCurve-GHO-USR-08/07/2025;0xB01C2629506ba4f89cbe8Dd823974eC6FDCAD1e1;GHO;0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee;1421265392676875752663;
