Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
pendle-1719446400;Ethena - sUSDe - 25JUL 2024;0x107a2e3cd2bb9a32b9ee2e4d51143149f8367eba;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;3.482586;588.564682;33.18
pendle-1719446400;;0x9c73879f795cefa1d5239de08d1b6aba2d2d1434;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.317366;53.635475;3.02
pendle-1719446400;Ether.Fi (Symbiotic) - weETHs - 29AUG 2024;0xcaa8abb72a75c623bece1f4d5c218f425d47a0d0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.588072;99.385488;5.60
pendle-1719446400;Ethena - sUSDe - 26SEPT 2024;0xd1d7d99764f8a52aff007b7831cc02748b2013b5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.891164;150.608675;8.49
pendle-1720051200;Ethena - sUSDe - 25JUL 2024;0x107a2e3cd2bb9a32b9ee2e4d51143149f8367eba;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.073660;181.450913;10.23
pendle-1720051200;Zircuit - eETH (Zircuit) - 22AUG 2024;0x6c269dfc142259c52773430b3c78503cc994a93e;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.032473;5.487953;0.31
pendle-1720051200;Ether.fi - eETH - 26DEC 2024;0x7d372819240d14fb477f17b964f95f33beb4c704;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.526856;89.039744;5.02
pendle-1720051200;Ether.fi - eETH - 26SEPT 2024;0xc8edd52d0502aa8b4d5c77361d4b3d300e8fc81c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.237824;40.192756;2.27
pendle-1720051200;Renzo - ezETH - 26SEPT 2024;0xcdbd5ff3e03b6828db9c32e2131a60aba5137901;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.022130;3.740015;0.21
pendle-1720051200;Zircuit - ezETH (Zircuit) - 22AUG 2024;0xee6bdfac6767efef0879b924fea12a3437d281a2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.025548;4.317744;0.24
pendle-1720051200;Renzo - ezETH - 26SEPT 2024;0x35f3db08a6e9cb4391348b0b404f493e7ae264c0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.108878;18.400607;1.04
pendle-1720656000;Ethena - sUSDe - 25JUL 2024;0x107a2e3cd2bb9a32b9ee2e4d51143149f8367eba;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.276160;46.671593;2.63
pendle-1720656000;Ethena - USDe - 25JUL 2024;0x19588f29f9402bb508007feadd415c875ee3f19f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.319257;53.955058;3.04
pendle-1720656000;Puffer - pufETH - 26SEPT 2024;0xa54fc268101c8b97de19ef3141d34751a11996b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.116557;19.698472;1.11
pendle-1720656000;Ethena - sUSDe - 26SEPT 2024;0xd1d7d99764f8a52aff007b7831cc02748b2013b5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.620930;104.938466;5.91
pendle-1721260800;Karak - eETH (Karak) - 26SEPT 2024;0x18bafcabf2d5898956ae6ac31543d9657a604165;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.041320;6.983234;0.39
pendle-1721260800;Karak - sUSDe (Karak) - 26SEPT 2024;0xb1f587b354a4a363f5332e88effbbc2e4961250a;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.017409;2.942129;0.17
pendle-1721260800;Renzo - ezETH - 26SEPT 2024;0xcdbd5ff3e03b6828db9c32e2131a60aba5137901;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.006359;1.074647;0.06
pendle-1721260800;Ethena - sUSDe - 26SEPT 2024;0xd1d7d99764f8a52aff007b7831cc02748b2013b5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.554953;262.790473;14.81
pendle-1721260800;Renzo - ezETH - 26SEPT 2024;0x35f3db08a6e9cb4391348b0b404f493e7ae264c0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.238089;40.237595;2.27
