Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1763596800;uniBTC+brBTC ;0xaa7fb75ac4a0729fb45c3ad165505b435973e812;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.297057;3132.629320;19.81
1763596800;etherlink-USDC+USDT ;0x7427969f795e2f53b0fbeb12b0c3ea8ee7ce29b0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.183927;1939.609687;12.27
1763596800;arbi-USD₮0+EYWA ;0xae0f794bc4cad74739354223b167dbd04a3ac6a5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.240904;2540.461586;16.07
1763596800;arbi-lend-crvUSD;0xc1b06b52848fd69d4734983d923e0a0101111e21;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.140227;1478.776147;9.35
1763596800;sonic-CrossCurve Stab… ;0xa58595992f7e80a83b0ea6bf1a88fb071489c183;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.179779;1895.866855;11.99
1763596800;sonic-CrossCurve Stab… ;0xf7816fa0e0d2b56d799f45bca8d4bbe836a55422;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.140227;1478.776147;9.35
1763596800;sonic-CrossCurve WETH… ;0x0bb2d151a7637c46052ddf9831c494c8788c22f3;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.118654;1251.272125;7.91
1763596800;sonic-USDp+frxUSD ;0xf5a8d5c04d6b049a17a118503c7f3f4f39c20e47;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.044808;472.522455;2.99
1763596800;fraxtal-frxUSD+dUSD ;0x05600c37d54a4f3cdc76e0867af1530becc332ca;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.051655;544.729192;3.44
1763596800;base-WETH+superOETHb ;0x9da8420dbeebdfc4902b356017610259ef7eedd8;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.102298;1078.786974;6.82
