Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Transaction Hash
USDaf+fxUSD+BOLD+USDC;0xE534E5e86382d64133ecd6b7f717C69BEC8B40CA;USDaf;0x9cf12ccd6020b6888e4d4c4e4c7aca33c1eb91f8;280.008729;0xc928f8a7bd66f08463ba5881dedaa2c7579522adbf98a302482e5eea9af6bc5a
