Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1756339200;scrvUSD+USDaf ;0x3e56ec9bd2992d9220ed615ceaec59613ccac730;sdCRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;2361.000000;2361.000000;5.86
1756339200;base-WETH+superOETHb ;0x9da8420dbeebdfc4902b356017610259ef7eedd8;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.369483;13036.947236;32.38
1756339200;sonic-sdUSD+wstkscUSD ;0x175ffddd16515a64d46415dd7e935e4b4fa7d710;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.036525;347.703003;0.86
1756339200;sonic-CrossCurve Stab… ;0x9c8e4bc051beff9894cd0f368f2b51618f663d2b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.078000;742.529451;1.84
1756339200;taiko-sxfrxETH_s+WETH ;0xf7364d6351cfdf42b711ba982dd43a74912ab094;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.315545;3003.869143;7.46
1756339200;taiko-sxfrxUSD_s+USDC ;0xc7eede6fbc07522c2b0c288905d79e397edf2529;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.086924;827.478473;2.05
1756339200;sonic-CrossCurve Stab… ;0xc810feb8b34f96989dc18d13fc8a817163d651c5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.078000;742.529451;1.84
1756339200;sonic-CrossCurve WETH… ;0x2595ee231e2d793b6abd7b305867ad03b298b0c9;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.078000;742.529451;1.84
1756339200;sonic-CrossCurve Stab… ;0xf7816fa0e0d2b56d799f45bca8d4bbe836a55422;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.079902;760.639925;1.89
1756339200;arbi-USD₮0+EYWA ;0xae0f794bc4cad74739354223b167dbd04a3ac6a5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.181596;1728.727103;4.29
1756339200;sonic-CrossCurve WETH… ;0x72df7203c4bd00cc48396143e856c125b4ea836d;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.079902;760.639925;1.89
1756339200;sonic-CrossCurve Stab… ;0xa58595992f7e80a83b0ea6bf1a88fb071489c183;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.079902;760.639925;1.89
1756339200;arbi-crvUSD+WETH+GMAC ;0xda9a503e67a075af2c3ea840256b02891535471a;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.737419;7019.947939;17.43
1756339200;uniETH+frxETH ;0x86611888764d7f1787aaf9697894ab0f78aa616b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.165157;1572.229618;3.90
1756339200;uniBTC+frxUSD ;0x51d8cc735f933a6cfa3907dffe4b72021d785450;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.034999;333.179883;0.83
1756339200;WBTC+uniBTC ;0xf73aaf236ffd467d2cc544055ca3559a0f7cd92c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.361172;3438.214809;8.54
1756339200;uniBTC+brBTC ;0xaa7fb75ac4a0729fb45c3ad165505b435973e812;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.219327;2087.907496;5.19
