Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;833.496114;22.895833;2.92
20GYD-80D2D;0xBC5E2f2945Ff4a6568C4DBD3aA15D9e8FfDF0125;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;675.245560;67.352534;8.60
D2D-rETH;0x2D02Bf5EA195dc09854E18E7d2857A16bF376963;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;761.215874;75.927664;9.70
80D2D-20USDC;0x1249c510e066731FF14422500466A7102603da9e;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;761.215874;75.927664;9.70
80T-20TBTC;0xCc6A23446f6388D78F3037BD55f2eB820352d982;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;7821.535789;19.350706;2.47
2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;23121.234953;57.202605;7.30
B-baoETH-ETH-BPT;0xD449Efa0A587f2cb6BE3AE577Bc167a774525810;BAL;0xba100000625a3754423978a60c9317c58a424e3D;52.672047;14.421151;1.84
B-baoUSD-LUSD-BPT;0x5aF3B93Fb82ab8691b82a09CBBae7b8D3eB5Ac11;BAL;0xba100000625a3754423978a60c9317c58a424e3D;54.939147;15.041864;1.92
50wstETH-50sUSDe;0xbd00c7cbe59dddbd784c899ac173b7ba514b9997;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.045224;15.807252;2.02
50wstETH-50sUSDe;0xbd00c7cbe59dddbd784c899ac173b7ba514b9997;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;144.023966;10.664173;1.36
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;1396.661907;103.415035;13.20
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;1839.764478;136.224313;17.39
sDOLA-DOLA BSP;0xcd19892916929f013930ed628547cc1f439b230e;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;19.212599;1.916365;0.24
ezETH-WETH-BPT;0xa8b309a75f0d64ed632d45a003c68a30e59a1d8b;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1302.501272;129.918310;16.59
rsETH / ETHx;0x0bcdb6d9b27bd62d3de605393902c7d1a2c71aab;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;159.026537;15.862141;2.03
sUSDe/USDC;0x84f7f5cd2218f31b750e7009bb6fd34e0b945dac;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;212.821926;21.227975;2.71
