Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1724889600;;0x40789e8536c668c6a249af61c81b9dfac3eb8f32;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.003468;0.427922;0.09
1724889600;Ether.Fi (Karak) - weETHk - 26SEPT 2024;0x905a5a4792a0c27a2adb2777f98c577d320079ef;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.080432;9.926069;2.03
1724889600;Ethena - sUSDe - 26DEC 2024;0xa0ab94debb3cc9a7ea77f3205ba4ab23276fed08;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.287085;35.428902;7.23
1724889600;;0xa54fc268101c8b97de19ef3141d34751a11996b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.167840;144.122076;29.41
1724889600;;0xbbf399db59a845066aafce9ae55e68c505fa97b7;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.355090;43.821278;8.94
1724889600;Ether.fi - eETH - 26SEPT 2024;0xc8edd52d0502aa8b4d5c77361d4b3d300e8fc81c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.129502;15.981696;3.26
1724889600;Renzo - ezETH - 26DEC 2024;0xd8f12bcde578c653014f27379a6114f67f0e445f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.084592;10.439447;2.13
1725494400;Ethena - ENA - 31OCT 2024;0x403829bce022844f66cdb2911d2260526d4eb843;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.160771;19.840625;4.05
1725494400;;0x40789e8536c668c6a249af61c81b9dfac3eb8f32;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.000693;0.085522;0.02
1725494400;;0xa54fc268101c8b97de19ef3141d34751a11996b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.137789;17.004461;3.47
1725494400;Mantle - MNT - 3OCT 2024;0x4604fc1c52cbfc38c4e6dfd2cd2a9bf5b84f65cb;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.084751;10.458992;2.13
1726099200;;0x36d3ca43ae7939645c306e26603ce16e39a89192;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.090916;11.219892;2.29
1726099200;Ethena - sUSDe - 26DEC 2024;0xa0ab94debb3cc9a7ea77f3205ba4ab23276fed08;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.081637;10.074786;2.06
1726099200;;0xc374f7ec85f8c7de3207a10bb1978ba104bda3b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.023695;2.924201;0.60
1726099200;Ether.fi - eETH - 26SEPT 2024;0xc8edd52d0502aa8b4d5c77361d4b3d300e8fc81c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.010875;1.342114;0.27
1726099200;Renzo - ezETH - 26DEC 2024;0xd8f12bcde578c653014f27379a6114f67f0e445f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.015320;1.890629;0.39
1726704000;;0x36d3ca43ae7939645c306e26603ce16e39a89192;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.156491;142.721468;29.12
1726704000;Ethena - ENA - 31OCT 2024;0x403829bce022844f66cdb2911d2260526d4eb843;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.067550;8.336333;1.70
1726704000;Ether.fi - eETH - 26DEC 2024;0x7d372819240d14fb477f17b964f95f33beb4c704;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.032909;4.061224;0.83
