Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;
fraxtal-FXS+sdFXS ;0xa40C1E9aA3781c74c437212cd0353eAAB3EBBa6F;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;117.60454993747566566;
ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGN;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;0.064334369677288986;
ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGN;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;56652.13203283066538292;
