Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
OHM+FRAXBP ;0x06f691180F643B35E3644a2296a4097E1f577d0d;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;249.778269;1096.748646;0.61
alETH+pxETH ;0x4C5a449c6B81b800938EFCCDB41970e9CF9eC478;ALCX;0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF;53.109169;1689.602870;0.95
CVX1+cvgCVX ;0xeE624fCbb0C197E41ffc58999e6D35b9B893533E;crvUSD;0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E;223.389567;634.806964;0.36
FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;86.408398;379.409683;0.21
CRV+sdCRV ;0x26F7786de3E6D9Bd37Fcf47BE6F2bC455a21b74A;MAV;0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD;31.914717;0.000000;0.00
sUSD+USDe ;0x5Dd3e384621e00a9fe1868c257c03FA78AE24e47;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;2.308628;14000.107236;7.83
ETH+ETHx ;0x7671299eA7B4bbE4f3fD305A994e6443b4be680E;SD;0x30D20208d987713f46DFD34EF128Bb16C404D10f;1094.170344;0.000000;0.00
arbi-alXAI+XAI ;0x0b8750500484629c213437d70001e862685CE2D0;Unknown;0x4ac623237DE0Aa622b4fDF4Da63cf97216371Acf;33906.014748;0.000000;0.00
crvUSD+CJPY ;0xa5Dc66685bD13A0924505807c29F8C65dDa0d207;CJPY;0x1cfa5641c01406aB8AC350dEd7d735ec41298372;20334.901622;311.636824;0.17
ETH+frxETH ;0x2932a86df44Fe8D2A706d8e9c5d51c24883423F5;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;519.510675;2281.113686;1.28
MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;42345400.346365;76045.712615;42.55
sUSD+sUSDe ;0x411387Be45F5c001159f3d76e26Fe7D200e5Dc71;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1915.746096;5464.391902;3.06
sUSD+sUSDe ;0x411387Be45F5c001159f3d76e26Fe7D200e5Dc71;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;8.075233;48970.267136;27.40
sDOLA+alUSD ;0x19f9266f349158b54a6D95dCe79297DF670f7F14;ALCX;0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF;492.918569;15681.597948;8.77
SDT+cvgSDT ;0x63DC752E11D4c9D0f2160DA20EdF2111FECB0a66;crvUSD;0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E;148.323296;421.490861;0.24
CVX+clevCVX ;0x7970489a543FB237ABab63d62524d8A5CE165B86;CVX;0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B;452.072143;3012.150396;1.69
ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGN;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;43062.527521;8080.699683;4.52
ROME+USDT ;0x960Eca61ec93c9c80C7Aa1Ac89a5d62C88b1e309;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;227.601261;646.819718;0.36
