Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1732752000;;0x7e0209ab6fa3c7730603b68799bbe9327dab7e88;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.448977;81.611966;2.34
1732752000;Ethena - sUSDe - 26DEC 2024;0xa0ab94debb3cc9a7ea77f3205ba4ab23276fed08;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.087578;15.919316;0.46
1732752000;;0xb162b764044697cf03617c2efbcb1f42e31e4766;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.195542;217.317269;6.22
1732752000;;0xcdd26eb5eb2ce0f203a84553853667ae69ca29ce;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;2.165460;393.622199;11.27
1733356800;;0x487e1cef7805cf0225dec3dd0f3044fe0fb70611;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;2.009303;365.236983;10.46
1733356800;;0x7e0209ab6fa3c7730603b68799bbe9327dab7e88;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.246578;44.821287;1.28
1733356800;;0xafdc922d0059147486cc1f0f32e3a2354b0d35cc;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.692497;125.877303;3.60
1733356800;;0xcdd26eb5eb2ce0f203a84553853667ae69ca29ce;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.962219;174.905371;5.01
1733961600;;0x487e1cef7805cf0225dec3dd0f3044fe0fb70611;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.135545;206.411484;5.91
1733961600;;0x64506968e80c9ed07bff60c8d9d57474effff2c9;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.581897;105.773117;3.03
1733961600;;0xb162b764044697cf03617c2efbcb1f42e31e4766;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.962342;174.927845;5.01
1733961600;;0xcdd26eb5eb2ce0f203a84553853667ae69ca29ce;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.264591;48.095583;1.38
1734566400;;0x2c71ead7ac9ae53d05f8664e77031d4f9eba064b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.341927;62.153085;1.78
1734566400;;0x487e1cef7805cf0225dec3dd0f3044fe0fb70611;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.244307;44.408395;1.27
1734566400;;0x64506968e80c9ed07bff60c8d9d57474effff2c9;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;6.633544;1205.799127;34.52
1734566400;;0x7e0209ab6fa3c7730603b68799bbe9327dab7e88;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.246133;44.740356;1.28
1734566400;Ethena - sUSDe - 26DEC 2024;0xa0ab94debb3cc9a7ea77f3205ba4ab23276fed08;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.041229;7.494366;0.21
1734566400;;0xd3c29550d12a5234e6aeb5aea7c841134cd6ddd5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.954528;173.507332;4.97
