Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;2008.368499;131.194347;10.33
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;7150.532338;333.925394;26.30
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;8950.052645;417.961868;32.92
rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;166.930616;39.353933;3.10
tETH/wstETH;0xf697535848b535900c76f70f1e36ec3985d27862;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;244.298944;57.593535;4.54
weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;189.852448;44.757760;3.53
ankrETH/wstETH;0xbf65b3fa6c208762ed74e82d4aefcddfd0323648;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;272.191160;64.169132;5.05
20WETH-80ALCX;0x183d73da7adc5011ec3c46e33bb50271e59ec976;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;31.752416;7.485640;0.59
Surge sUSDX USDX aUSDT;0xeb312b0d7795743c3de905bc09c0d62aa180a7a6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;358.358437;84.483088;6.65
Surge eK3 savUSD-USDT;0xa7165e1e3defe55dada5c4289268d57faba6dad2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;375.664897;88.563090;6.98
