Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;2442.836529;165.696009;11.76
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;7474.325794;215.739719;15.32
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;9247.924604;266.933060;18.95
sUSDX/USDX;0x0d1b58fb1fc10f2160178de1eae2d520335ee372;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;508.857540;111.220697;7.90
RDNT-WETH;0x8135d6abfd42707a87a7b94c5cfa3529f9b432ad;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;481.735657;105.292683;7.47
bpt-ethtri;0x6a2c2d4502335638d2c2f40f0171253fb2c2db88;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;173.395292;37.898908;2.69
sAVAX-WAVAX-BPT;0x1e916950a659da9813ee34479bff04c732e03deb;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;152.594388;33.352467;2.37
bb-WETH-wstETH;0xf8c85bd74fee26831336b51a90587145391a27ba;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;439.382452;96.035568;6.82
weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;596.542607;130.385972;9.26
20WETH-80ALCX;0x183d73da7adc5011ec3c46e33bb50271e59ec976;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;114.662911;25.061806;1.78
Surge tETH-Lido wstETH;0xd5a0eb558d62780b10ecc202d0049b89f6145073;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;314.157152;68.665146;4.87
EURe-Aave USDC;0x7f49d37d0da53a4899bc0ba916f59ec9d4e6d1e2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;697.054507;152.354799;10.82
