Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
USDnr+fxUSD;0x695C6F5ed9CEB6709E00C08e1326710F3169B922;SDEX;0x5DE8ab7E27f6E7A1fFf3E5B337584Aa43961BEeF;108672.422557;17.553347;32.89
USDN+fxUSD;0xa295829c082C4d21fE37dbC8C96bFa0ef6dbaa92;SDEX;0x5DE8ab7E27f6E7A1fFf3E5B337584Aa43961BEeF;50113.189676;8.094549;15.17
msUSD+fxUSD;0x2122a2bee97545595550b85379AC7676Fd21a5B4;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;380.434507;15.724715;29.47
fxUSD+frxUSD;0xA3c0f7360b922136cc8B89063BE1e8daF70427bD;WFRAX;0x04ACaF8D2865c0714F79da09645C13FD2888977f;52.298230;1.763736;3.30
alUSD+fxUSD;0x9c7003bC16F2A1AA47451C858FEe6480B755363e;ALCX;0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF;36.257807;10.230071;19.17
