Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
FXN+sdFXN;0x5b1D12365BEc01b8b672eE45912d1bbc86305dba;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;260.408039;1.045796;1.86
MIM+fxUSD;0xDF7fbDBAE50C7931a11765FAEd9fe1A002605B55;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;2904220.944222;23.428624;41.62
DOLA+fxUSD;0x61F32964C39Cca4353144A6DB2F8Efdb3216b35B;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;97.224512;31.819428;56.52
