Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1585.433690;88.053599;5.96
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;8929.147235;373.343171;25.27
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;12074.803711;504.868538;34.17
rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;341.538385;85.362474;5.78
sAVAX-WAVAX-BPT;0x1e916950a659da9813ee34479bff04c732e03deb;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;83.019225;20.749429;1.40
20WETH-80IMO;0x5b5bad6a124c5f45b4289908ba15ff0047928648;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;36.406486;9.099263;0.62
tETH/wstETH;0xf697535848b535900c76f70f1e36ec3985d27862;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;323.695929;80.903016;5.48
ETHx/wstETH;0xac08fde28aa2d123b61a5db3074caf72760ffeeb;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;182.425006;45.594436;3.09
uniETH-WETH;0xe77d45b5de97ac7717e4ede6be16e3d805ff02a5;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;23.062136;5.764040;0.39
20WETH-80ALCX;0x183d73da7adc5011ec3c46e33bb50271e59ec976;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;118.005686;29.493778;2.00
ECLP-stdeUSD-deUSD;0xa00db7d9c465e95e4aa814a9340b9a161364470a;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;18.014852;4.502546;0.30
Surge eK3 savUSD-USDT;0xa7165e1e3defe55dada5c4289268d57faba6dad2;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;231.504114;57.861034;3.92
aWAVAX-aSAVAX-ggAVAX;0x5c13c3b72b031b6405046c319b2d840d3c1403c7;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;83.393182;20.842894;1.41
Aave Lido wETH-wstETH;0x4b891340b51889f438a03dc0e8aaafb0bc89e7a6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;273.582357;68.377869;4.63
Aave GHO-USR;0x1b7e33186c7e9c337508bb65ea9dc498ab14fcae;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;128.571542;32.134558;2.17
Surge sUSDX USDX aUSDT;0xeb312b0d7795743c3de905bc09c0d62aa180a7a6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;202.282790;50.557595;3.42
