Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;ETH+LDO ;0xe5d5Aa1Bbe72F68dF42432813485cA1Fc998DE32;LDO;0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32;5703.36;16661.032;7.205
curve;WACME+frxETH ;0xfA30482CB759165a56Ccf4a992C85C847bE5a618;WACME;0xDF4Ef6EE483953fE3B84ABd08C6A060445c01170;231479.1;4332.157;1.873
curve;ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGV;0x9c354503C38481a7A7a51629142963F98eCC12D0;5951766.386;48914.366;21.153
curve;ALCX+FRAXBP ;0xD5bE6A05B45aEd524730B6d1CC05F59b021f6c87;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;47.794;524.025;0.227
curve;GRAI+FRAXBP ;0x8d5AF1F5DD3dC4B73e3A9Af682aDC3641FADE9a5;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;361.56;3964.5;1.714
curve;FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;683.099;7490.168;3.239
curve;WACME+frxETH ;0xfA30482CB759165a56Ccf4a992C85C847bE5a618;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;7.455;81.736;0.035
curve;dETH+frxETH ;0x688Eb2C49D352c9448049A2263CFcE63D0918d3e;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;34.355;376.452;0.163
curve;USDT+WBTC+WETH ;0xDeFd8FdD20e0f34115C7018CCfb655796F6B2168;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;16617.029;16440.814;7.11
curve;poly-CRV+crvUSDBTCETH ;0x40371aad2a24ed841316EF30938881440FD4426c;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;10870.106;10752.298;4.65
curve;USDC+WBTC+WETH ;0x85D44861D024CB7603Ba906F2Dc9569fC02083F6;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;20665.713;20432.953;8.836
curve;USDT+WBTC+WETH ;0xF29FfF074f5cF755b55FbB3eb10A29203ac91EA2;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;20548.615;20315.415;8.785
curve;USDT+crvUSD ;0x4e6bB6B7447B7B2Aa268C16AB87F4Bb48BF57939;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;28325.627;28018.842;12.116
curve;USDC+crvUSD ;0x95f00391cB5EebCd190EB58728B4CE23DbFa6ac1;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;12386.56;12257.132;5.3
curve;crvUSD+WETH+CRV ;0x8D867BEf70C6733ff25Cc0D1caa8aA6c38B24817;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;41133.931;40683.938;17.593
balancer;ankrETH/wstETH;0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648;ANCR;0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4;28385.491;58.764;5.650
balancer;ankrETH/wstETH-BPT;0x671eD21480acf63b0AB7297b901505F5BccAfa9b;ANCR;0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4;33199.405;68.73;6.608
balancer;80Silo-20WETH;0x6661136537dfDCA26EEA05c8500502d7D5796E5E;SILO;0x6f80310CA7F2C654691D1383149Fa1A57d8AB1f8;22819.843;85.163;8.188
balancer;B-baoUSD-LUSD-BPT;0x5aF3B93Fb82ab8691b82a09CBBae7b8D3eB5Ac11;BAL;0xba100000625a3754423978a60c9317c58a424e3D;573.705;195.957;18.84
balancer;B-baoETH-ETH-BPT;0xD449Efa0A587f2cb6BE3AE577Bc167a774525810;BAL;0xba100000625a3754423978a60c9317c58a424e3D;569.447;194.493;18.7
balancer;XSGD-USDC;0x145011e0c04805e11bef23c1eed848faf49bb779;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;55.26;5.349;0.514
balancer;50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;2 299.512;196.164;18.860
balancer;B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;1 660.758;141.674;13.621
balancer;B-rETH-STABLE;0x54f220a891f468629027c3cc8a58722d4f576402;RPL;0xD33526068D116cE69F19A9ee46F0bd304F21A51f;27.719;61.387;5.902
balancer;rETH-WETH-BPT;0x00b9bcd17cb049739d25fd7f826caa2e23b05620;USDC+RPL;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;120.11+9.38;32.407;3.116
frax;Saddle L2D4 [Arbitrum];0x9B8AEd182B8A9430C14e97Bf2C02F129f2b36854;ALCX;0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF;220.261;475.111;68.812
frax;Temple FRAX/TEMPLE;0x10460d02226d6ef7B2419aE150E6377BdbB7Ef16;DAI;0x6B175474E89094C44Da98b954EedeAC495271d0F;1231.818;215.34;31.188
