Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;USDT+WBTC+WETH ;0xDeFd8FdD20e0f34115C7018CCfb655796F6B2168;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;17470.989;17428.471;5.48
curve;poly-CRV+crvUSDBTCETH ;0x40371aad2a24ed841316EF30938881440FD4426c;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;9361.746;9338.963;2.937
curve;USDC+WBTC+WETH ;0x85D44861D024CB7603Ba906F2Dc9569fC02083F6;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;20578.235;20528.155;6.455
curve;USDT+WBTC+WETH ;0xF29FfF074f5cF755b55FbB3eb10A29203ac91EA2;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;23703.914;23646.228;7.435
curve;USDT+crvUSD ;0x4e6bB6B7447B7B2Aa268C16AB87F4Bb48BF57939;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;14603.713;14568.174;4.581
curve;ALCX+FRAXBP ;0xD5bE6A05B45aEd524730B6d1CC05F59b021f6c87;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;6.466;109.998;0.035
curve;USDC+crvUSD ;0x95f00391cB5EebCd190EB58728B4CE23DbFa6ac1;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;15090.881;15054.156;4.734
curve;XAI+FRAXBP ;0xa8Ea11465A1375BF42463C3B613dFC54248b9C7B;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;46.216;786.155;0.247
curve;crvUSD+WETH+CRV ;0x8D867BEf70C6733ff25Cc0D1caa8aA6c38B24817;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;29798.922;29726.403;9.347
curve;dETH+frxETH ;0x688Eb2C49D352c9448049A2263CFcE63D0918d3e;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;33.569;571.023;0.18
curve;crvUSD+tBTC+wstETH ;0x60d3d7eBBC44Dc810A743703184f062d00e6dB7e;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;5332.888;5319.91;1.673
curve;ETH+frxETH ;0x2932a86df44Fe8D2A706d8e9c5d51c24883423F5;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;142.333;2421.144;0.761
curve;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;30780880.248;31245.494;9.825
curve;ETH+stETH ;0x79F21BC30632cd40d2aF8134B469a0EB4C9574AA;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;9953.793;9929.569;3.122
