Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;poly-CRV+crvUSDBTCETH ;0x40371aad2a24ed841316EF30938881440FD4426c;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;7230.622;7453.299;2.255
curve;USDC+WBTC+WETH ;0x85D44861D024CB7603Ba906F2Dc9569fC02083F6;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;16389.824;16894.572;5.112
curve;USDT+WBTC+WETH ;0xF29FfF074f5cF755b55FbB3eb10A29203ac91EA2;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;15515.803;15993.634;4.839
curve;USDT+crvUSD ;0x4e6bB6B7447B7B2Aa268C16AB87F4Bb48BF57939;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;11815.218;12179.084;3.685
curve;USDC+crvUSD ;0x95f00391cB5EebCd190EB58728B4CE23DbFa6ac1;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;10930.504;11267.124;3.409
curve;crvUSD+WETH+CRV ;0x8D867BEf70C6733ff25Cc0D1caa8aA6c38B24817;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;26629.269;27449.355;8.305
curve;dETH+frxETH ;0x688Eb2C49D352c9448049A2263CFcE63D0918d3e;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;68.907;782.68;0.237
curve;crvUSD+tBTC+wstETH ;0x60d3d7eBBC44Dc810A743703184f062d00e6dB7e;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;19574.226;20177.042;6.105
curve;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;35535403.732;60971.72;18.448
curve;ETH+stETH ;0x79F21BC30632cd40d2aF8134B469a0EB4C9574AA;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;12308.046;12687.09;3.839
curve;CRV+sdCRV ;0x26F7786de3E6D9Bd37Fcf47BE6F2bC455a21b74A;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;13651.385;14071.798;4.258
curve;base-USDC+USDbC+axlUSDC+crvUSD ;0x79edc58C471Acf2244B8f93d6f425fD06A439407;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;11856.414;12221.549;3.698
curve;base-CRV+crvUSD ;0x89289DC2192914a9F0674f1E9A17C56456549b8A;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;8229.837;8483.286;2.567
curve;USDV+3Crv ;0x2d5727a90eDd42B4d666fF773C7809215284c326;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;7135.67;7355.423;2.225
curve;ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGV;0x9c354503C38481a7A7a51629142963F98eCC12D0;995171.455;9226.059;2.791
curve;FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;610.751;6937.197;2.099
curve;BobrCRV+CRV+crvUSD ;0x25707E5FE03dEEdc9Bc7cDD118f9d952C496FeBe;BobrCRV;0x8F22779662Ad253844013D8E99EcCB4d80e31417;16.428;13921.576;4.212
curve;vETH+WETH ;0x8DfF75976F22db58D7c3Fd7b68d782238B0DbE30;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;5.757;29508.742;8.928
curve;DOLA+crvUSD ;0xEcAD6745058377744c09747b2715c0170B5699e5;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;288.0;16679.438;5.047
curve;USDC+WETH+INV ;0x4Fc86cd0F9b650280Fa783e3116258e0E0496A2c;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;384.0;22239.251;6.729
curve;base-crvUSD+tBTC+WETH ;0x93933FA992927284e9d508339153B31eb871e1f4;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;3888.984;4008.75;1.213
frax;Convex stkcvxtriSDT;0x50Cde910D1f8b6C787b7903d23082542593E0710;sdFXS;0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36;98.385;98.385;14.525
frax;Convex stkcvxalUSDFRAXBP;0x711d650Cd10dF656C2c28D375649689f137005fA;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;74.488;80.828;11.933
frax;Convex stkcvxeUSDFRAXBP;0x4c9AD8c53d0a001E7fF08a3E5E26dE6795bEA5ac;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;41.393;44.916;6.631
frax;Convex stkcvxCOILFRAXBP;0x39cd4db6460d8B5961F73E997E86DdbB7Ca4D5F6;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;417.674;453.227;66.911
balancer;B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1785.521;39.387;3.163
balancer;D2D-rETH;0x2D02Bf5EA195dc09854E18E7d2857A16bF376963;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;6796.304;429.858;34.515
balancer;rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;415.085;26.254;2.108
