Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;alETH+WETH ;0xB251c0885c7c1975D773B57e67c138FBcEaa6db4;ALCX;0xdbdb4d16eda451d0503b854cf79d55697f90c8df;143.511;8694.759;2.68
curve;alUSD+3Crv ;0x9582C4ADACB3BCE56Fea3e590F05c3ca2fb9C477;ALCX;0xdbdb4d16eda451d0503b854cf79d55697f90c8df;77.939;4722.036;1.456
curve;ETH+frxETH ;0x2932a86df44Fe8D2A706d8e9c5d51c24883423F5;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;493.789;4367.324;1.346
curve;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;20357932.152;48197.747;14.858
curve;FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;481.473;4258.396;1.313
curve;WETH+CVG ;0x16A3a047fC1D388d5846a73ACDb475b11228c299;CVG;0x97efFB790f2fbB701D88f89DB4521348A2B77be8;16523.142;11026.804;3.399
curve;ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGN;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;139144.542;47310.636;14.584
curve;crvUSD+zunUSD ;0xB1A829a05E618F7C4f50Cb86f8F64Fb86e42dE5a;ZUN;0x6b5204B0Be36771253Cc38e88012E02B752f0f36;24185.826;20149.105;6.211
curve;arbi-zunUSD+crvUSD ;0x5C5480A5C90EAcb8f31028f0f0eA9a716d04028D;ZUN;0x6b5204B0Be36771253Cc38e88012E02B752f0f36;21552.457;17955.257;5.535
curve;ETHFI+weETH ;0x6579758e9E85434450D638cFBEA0F2fe79856ddA;weETH;0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee;0.563;6989.0;2.154
curve;ETH+ETHx ;0x7671299eA7B4bbE4f3fD305A994e6443b4be680E;SD;0x30D20208d987713f46DFD34EF128Bb16C404D10f;2064.01;4633.098;1.428
curve;DOLA+crvUSD ;0xEcAD6745058377744c09747b2715c0170B5699e5;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;82.653;8210.126;2.531
curve;USDC+WETH+INV ;0x4Fc86cd0F9b650280Fa783e3116258e0E0496A2c;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;106.148;10544.008;3.25
curve;DOLA+FRAXBP ;0xBE266d68Ce3dDFAb366Bb866F4353B6FC42BA43c;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;128.557;12769.965;3.937
curve;DOLA+FRAXPYUSD ;0x4B092818708A721cB187dFACF41f440ADb79044D;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;1153.374;114567.786;35.317
frax;Convex stkcvxfrxETHWETH;0xB4fdD7444E1d86b2035c97124C46b1528802DA35;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;391.872;416.748;40.743
frax;Convex stkcvxfrxETHstETH;0x68921998fbc43B360D3cF14a03aF4273CB0cFA44;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;94.377;100.368;9.812
frax;Convex stkcvxtriSDT;0x50Cde910D1f8b6C787b7903d23082542593E0710;sdFXS;0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36;144.229;144.229;14.1
frax;FLE FXS/wfrxETH [Fraxtal];0x6f82A6551cc351Bc295602C3ea99C78EdACF590C;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;339.952;361.532;35.345
balancer;80T-20TBTC;0xCc6A23446f6388D78F3037BD55f2eB820352d982;T;0xcdf7028ceab81fa0c6971208e83fa7872994bee5;15799.502;39.217;2.332
balancer;B-baoUSD-LUSD-BPT;0x5aF3B93Fb82ab8691b82a09CBBae7b8D3eB5Ac11;BAL;0xba100000625a3754423978a60c9317c58a424e3d;249.406;32.933;1.958
balancer;B-baoETH-ETH-BPT;0xD449Efa0A587f2cb6BE3AE577Bc167a774525810;BAL;0xba100000625a3754423978a60c9317c58a424e3d;109.718;14.488;0.861
balancer;2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xcdf7028ceab81fa0c6971208e83fa7872994bee5;46181.179;114.63;6.815
balancer;B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1662.831;45.558;2.709
balancer;20GYD-80D2D;0xBC5E2f2945Ff4a6568C4DBD3aA15D9e8FfDF0125;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1349.822;145.808;8.669
balancer;D2D-rETH;0x2D02Bf5EA195dc09854E18E7d2857A16bF376963;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1537.656;166.098;9.875
balancer;80D2D-20USDC;0x1249c510e066731FF14422500466A7102603da9e;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1537.656;166.098;9.875
balancer;50wstETH-50sUSDe;0xbd00c7cbe59dddbd784c899ac173b7ba514b9997;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.092;33.269;1.978
balancer;50wstETH-50sUSDe;0xbd00c7cbe59dddbd784c899ac173b7ba514b9997;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;98.525;7.449;0.443
balancer;rsETH / ETHx;0x0bcdb6d9b27bd62d3de605393902c7d1a2c71aab;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;312.313;33.736;2.006
balancer;50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;2605.575;197.007;11.713
balancer;ezETH-WETH-BPT;0xa8b309a75f0d64ed632d45a003c68a30e59a1d8b;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;2707.829;292.501;17.391
balancer;B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;4124.409;311.846;18.541
balancer;sUSDe/USDC;0x84f7f5cd2218f31b750e7009bb6fd34e0b945dac;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;594.618;64.231;3.819
balancer;sDOLA-DOLA BSP;0xcd19892916929f013930ed628547cc1f439b230e;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;157.891;17.055;1.014
fxn;FXN+sdFXN;0x5b1D12365BEc01b8b672eE45912d1bbc86305dba;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1637.869;5.673;7.215
fxn;MIM+fxUSD;0xDF7fbDBAE50C7931a11765FAEd9fe1A002605B55;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;2015862.186;18.435;23.447
fxn;DOLA+fxUSD;0x61F32964C39Cca4353144A6DB2F8Efdb3216b35B;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;136.473;54.515;69.337
cake;SDT-WBNB / BNB Smart Chain;0x52b59E3eAdc7C4ce8d3533020ca0Cd770E4eAbC3;Tether USD;0x55d398326f99059ff775485246999027b3197955;1688.285;693.648;16.411
cake;sdCAKE-CAKE / BNB Smart Chain;0xB1D54d76E2cB9425Ec9c018538cc531440b55dbB;Tether USD;0x55d398326f99059ff775485246999027b3197955;2816.824;1157.319;27.382
cake;ETH-rswETH / Ethereum;0x7B94A5622035207d3f527d236d47B7714Ee0acBa;Tether USD;0x55d398326f99059ff775485246999027b3197955;1255.493;515.831;12.204
cake;PEPE-WBNB / BNB Smart Chain;0xdD82975ab85E745c84e497FD75ba409Ec02d4739;Pepe;0x25d887ce7a35172c62febfd67a1856f20faebb00;282045870.093;1404.291;33.225
cake;INSP-WETH / Ethereum;0xBC7766aE74f38f251683633d50Cc2C1CD14aF948;INSPECT;0x8d279274789ccec8af94a430a5996eaace9609a9;16342.426;180.704;4.275
cake;INSP-USDT / Ethereum;0xEd4D5317823Ff7BC8BB868C1612Bb270a8311179;INSPECT;0x8d279274789ccec8af94a430a5996eaace9609a9;13474.011;148.987;3.525
cake;WETH-rswETH / Ethereum;0x2689eF3EC44f417d22c862F16F3D5e71E6287086;Tether USD;0x55d398326f99059ff775485246999027b3197955;306.335;125.861;2.978
curve;arbi-crvUSD+FRAX ;0x059E0db6BF882f5fe680dc5409C7adeB99753736;Stake DAO CRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;23604.0;23604.0;100.0
cake;USD+-USDT+ 0.05 V3;0x8a06339Abd7499Af755DF585738ebf43D5D62B94;Stake DAO CAKE;0x6a1c1447F97B27dA23dC52802F5f1435b5aC821A;2670.0;2670.0;46.859
cake;USD+-WETH 0.01 V3;0xe37304F7489ed253b2A46A1d9DabDcA3d311D22E;Stake DAO CAKE;0x6a1c1447F97B27dA23dC52802F5f1435b5aC821A;3028.0;3028.0;53.141
pendle-1717027200;Puffer - pufETH Pool - 27JUN 2024;0x17be998a578fd97687b24e83954fec86dc20c979;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.003;1.679;0
pendle-1717027200;Ethena - USDe Pool - 25JUL 2024;0x19588f29f9402bb508007feadd415c875ee3f19f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.828;504.078;6
pendle-1717027200;Kelp - rsETH Pool - 27JUN 2024;0x4f43c77872db6ba177c270986cd30c3381af37ee;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.0;0.168;0
pendle-1717027200;Kelp - rsETH Pool - 26SEPT 2024;0x6b4740722e46048874d84306b2877600abcea3ae;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.0;0.284;0
pendle-1717027200;Zircuit - USDe (Zircuit) Pool - 27JUN 2024;0x90c98ab215498b72abfec04c651e2e496ba364c0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.411;250.128;3
pendle-1717027200;Ethena - ENA Pool - 29AUG 2024;0x9c73879f795cefa1d5239de08d1b6aba2d2d1434;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.497;302.196;4
pendle-1717027200;Renzo - ezETH Pool - 26SEPT 2024;0xcdbd5ff3e03b6828db9c32e2131a60aba5137901;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.001;0.85;0
pendle-1717027200;Ethena - sUSDe Pool - 26SEPT 2024;0xd1d7d99764f8a52aff007b7831cc02748b2013b5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.888;540.766;7
pendle-1717027200;Zircuit - ezETH (Zircuit) Pool  - 27JUN 2024;0xd7e0809998693fd87e81d51de1619fd0ee658031;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.001;0.9;0
pendle-1717027200;Kelp - rsETH Pool - 27JUN 2024;0x6ae79089b2cf4be441480801bb741a531d94312b;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.002;1.163;0
pendle-1717027200;Ether.fi - eETH Pool - 27JUN 2024;0x952083cde7aaa11ab8449057f7de23a970aa8472;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.277;168.458;2
pendle-1717027200;Ethena - USDe Pool - 25JUL 2024;0x7dc07c575a0c512422dcab82ce9ed74db58be30c;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.334;203.331;2
pendle-1717632000;Ethena - sUSDe Pool - 25JUL 2024;0x107a2e3cd2bb9a32b9ee2e4d51143149f8367eba;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;4.227;2572.875;35
pendle-1717632000;Puffer - pufETH Pool - 26SEPT 2024;0xa54fc268101c8b97de19ef3141d34751a11996b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.197;120.136;1
pendle-1717632000;Ethena - sUSDe Pool - 26SEPT 2024;0xd1d7d99764f8a52aff007b7831cc02748b2013b5;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.254;154.786;2
pendle-1717632000;Zircuit - ezETH (Zircuit) Pool  - 27JUN 2024;0xd7e0809998693fd87e81d51de1619fd0ee658031;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.181;110.033;1
pendle-1717632000;Renzo - ezETH Pool - 26DEC 2024;0xd8f12bcde578c653014f27379a6114f67f0e445f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.251;152.498;2
pendle-1717632000;Ethena - USDe Pool - 29AUG 2024;0x2dfaf9a5e4f293bceede49f2dba29aacdd88e0c4;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.252;153.428;2
pendle-1718236800;Ethena - sUSDe Pool - 25JUL 2024;0x107a2e3cd2bb9a32b9ee2e4d51143149f8367eba;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.133;689.416;9
pendle-1718236800;Ethena - USDe Pool - 25JUL 2024;0x19588f29f9402bb508007feadd415c875ee3f19f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.254;154.454;2
pendle-1718236800;Ether.fi - eETH Pool - 26DEC 2024;0x7d372819240d14fb477f17b964f95f33beb4c704;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.033;20.192;0
pendle-1718841600;Ethena - USDe Pool - 25JUL 2024;0x19588f29f9402bb508007feadd415c875ee3f19f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.332;810.532;11
pendle-1718841600;Karak - USDe (Karak) Pool - 26SEPT 2024;0x1bcbdb8c8652345a5acf04e6e74f70086c68fefc;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.139;84.621;1
pendle-1718841600;Zircuit - USDe (Zircuit) Pool - 27JUN 2024;0x90c98ab215498b72abfec04c651e2e496ba364c0;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.084;50.941;0
pendle-1718841600;Puffer - pufETH Pool - 26SEPT 2024;0xa54fc268101c8b97de19ef3141d34751a11996b2;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.075;45.889;0
pendle-1718841600;Karak - sUSDe (Karak) Pool - 26SEPT 2024;0xb1f587b354a4a363f5332e88effbbc2e4961250a;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.107;65.399;0
pendle-1718841600;Renzo - ezETH Pool - 26DEC 2024;0xd8f12bcde578c653014f27379a6114f67f0e445f;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.126;76.612;1
pendle-1718841600;Zircuit - eETH (Zircuit) Pool - 27JUN 2024;0xe26d7f9409581f606242300fbfe63f56789f2169;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.057;34.825;0
pendle-1718841600;Ether.fi - eETH Pool - 27JUN 2024;0x952083cde7aaa11ab8449057f7de23a970aa8472;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;0.105;63.655;0
