Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;alUSD+3Crv ;0x9582C4ADACB3BCE56Fea3e590F05c3ca2fb9C477;ALCX;0xdbdb4d16eda451d0503b854cf79d55697f90c8df;204.85;12065.347;7.017
curve;alETH+WETH ;0xB251c0885c7c1975D773B57e67c138FBcEaa6db4;ALCX;0xdbdb4d16eda451d0503b854cf79d55697f90c8df;333.845;19662.976;11.435
curve;USDT+crvUSD ;0x4e6bB6B7447B7B2Aa268C16AB87F4Bb48BF57939;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;10071.923;9875.998;5.743
curve;USDC+crvUSD ;0x95f00391cB5EebCd190EB58728B4CE23DbFa6ac1;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;10855.587;10644.418;6.19
curve;crvUSD+WETH+CRV ;0x8D867BEf70C6733ff25Cc0D1caa8aA6c38B24817;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;22339.109;21904.556;12.739
curve;ETH+frxETH ;0x2932a86df44Fe8D2A706d8e9c5d51c24883423F5;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;938.718;9277.111;5.395
curve;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;9307230.214;21629.309;12.578
curve;FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;489.668;4839.265;2.814
curve;SDT+cvgSDT ;0x63DC752E11D4c9D0f2160DA20EdF2111FECB0a66;CVG;0x97efFB790f2fbB701D88f89DB4521348A2B77be8;1316.959;1128.755;0.656
curve;WETH+CVG ;0x16A3a047fC1D388d5846a73ACDb475b11228c299;CVG;0x97efFB790f2fbB701D88f89DB4521348A2B77be8;8284.572;7100.64;4.129
curve;ETH+OETH ;0xd03BE91b1932715709e18021734fcB91BB431715;OGN;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;72796.635;24221.478;14.086
curve;crvUSD+zunUSD ;0xB1A829a05E618F7C4f50Cb86f8F64Fb86e42dE5a;ZUN;0x6b5204B0Be36771253Cc38e88012E02B752f0f36;36161.364;18466.649;10.739
curve;DOLA+crvUSD ;0xEcAD6745058377744c09747b2715c0170B5699e5;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;13.318;1362.712;0.792
curve;CVX+clevCVX ;0x7970489a543FB237ABab63d62524d8A5CE165B86;CVX;0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B;209.337;2031.688;1.182
curve;ETH+ETHx ;0x7671299eA7B4bbE4f3fD305A994e6443b4be680E;SD;0x30D20208d987713f46DFD34EF128Bb16C404D10f;3959.604;7743.885;4.503
frax;Convex stkcvxfrxETHWETH;0xB4fdD7444E1d86b2035c97124C46b1528802DA35;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;119.211;156.118;20.739
frax;Convex stkcvxfrxETHstETH;0x68921998fbc43B360D3cF14a03aF4273CB0cFA44;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;168.135;220.187;29.25
frax;Convex stkcvxtriSDT;0x50Cde910D1f8b6C787b7903d23082542593E0710;sdFXS;0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36;239.46;239.46;31.811
frax;Convex stkcvxfrxETHrETH;0x719505cB97DF15565255eb1bDe65586271dB873C;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;104.613;137.0;18.2
balancer;2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xcdf7028ceab81fa0c6971208e83fa7872994bee5;28475.509;64.263;6.652
balancer; 50tBTC-50WETH;0xF6FA773b5E54F4BD20E09d806AB483d58dD55dcb;T;0xcdf7028ceab81fa0c6971208e83fa7872994bee5;26327.288;59.415;6.15
balancer;B-baoETH-ETH-BPT;0xD449Efa0A587f2cb6BE3AE577Bc167a774525810;BAL;0xba100000625a3754423978a60c9317c58a424e3d;81.082;23.557;2.438
balancer;B-baoUSD-LUSD-BPT;0x5aF3B93Fb82ab8691b82a09CBBae7b8D3eB5Ac11;BAL;0xba100000625a3754423978a60c9317c58a424e3d;81.635;23.718;2.455
balancer;B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;1497.528;33.859;3.505
balancer;50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;2707.088;184.052;19.051
balancer;B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF;3645.257;247.837;25.653
balancer;STG/USDC;0x15c84754c7445d0df6c613f1490ca07654347c1b;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;769.501;82.375;8.527
balancer;sUSDe/USDC;0x84f7f5cd2218f31b750e7009bb6fd34e0b945dac;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1160.087;124.187;12.855
balancer;sAVAX-WAVAX-BPT;0x1e916950a659da9813ee34479bff04c732e03deb;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;381.848;40.877;4.231
balancer;50rETH-50RPL;0x2c2179abce3413e27bda6917f60ae37f96d01826;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;382.974;40.997;4.244
balancer;sDOLA-DOLA BSP;0xcd19892916929f013930ed628547cc1f439b230e;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;382.641;40.962;4.24
fxn;FXN+sdFXN;0x5b1D12365BEc01b8b672eE45912d1bbc86305dba;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;2319.658;6.014;9.329
fxn;DOLA+fxUSD;0x61F32964C39Cca4353144A6DB2F8Efdb3216b35B;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;171.361;58.455;90.671
cake;SDT-WBNB / BNB Smart Chain;0x52b59E3eAdc7C4ce8d3533020ca0Cd770E4eAbC3;Tether USD;0x55d398326f99059ff775485246999027b3197955;1332.764;652.024;20.235
cake;sdCAKE-CAKE / BNB Smart Chain;0xB1D54d76E2cB9425Ec9c018538cc531440b55dbB;Tether USD;0x55d398326f99059ff775485246999027b3197955;2692.238;1317.114;40.875
cake;ETH-rswETH / Ethereum;0x7B94A5622035207d3f527d236d47B7714Ee0acBa;Tether USD;0x55d398326f99059ff775485246999027b3197955;747.444;365.669;11.348
cake;PEPE-WBNB / BNB Smart Chain;0xdD82975ab85E745c84e497FD75ba409Ec02d4739;Pepe;0x25d887ce7a35172c62febfd67a1856f20faebb00;53369575.533;227.967;7.075
cake;INSP-WETH / Ethereum;0xBC7766aE74f38f251683633d50Cc2C1CD14aF948;INSPECT;0x8d279274789ccec8af94a430a5996eaace9609a9;12264.921;161.156;5.001
cake;INSP-USDT / Ethereum;0xEd4D5317823Ff7BC8BB868C1612Bb270a8311179;INSPECT;0x8d279274789ccec8af94a430a5996eaace9609a9;11503.465;151.151;4.691
cake;BNB-USDT / BNB Smart Chain;0x172fcD41E0913e95784454622d1c3724f546f849;PancakeSwap Token;0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82;408.365;347.193;10.775
curve;arbi-USD++USDT+ ;0xd68089D9dAa2da7888B7Ef54158480e09ecC3580;Stake DAO CRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;184779.0;184779.0;78.066
curve;arbi-USD++FRAXBP-f ;0x4645e6476D3A5595Be9Efd39426cc10586a8393D;Stake DAO CRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;34944.0;34944.0;14.763
curve;arbi-CRV+vsdCRV+asdCRV ;0xF1bb643F953836725c6E48BdD6f1816f871d3E07;Stake DAO CRV;0xD1b5651E55D4CeeD36251c61c50C889B36F6abB5;16972.0;16972.0;7.17
balancer;20GYD-80D2D;0xBC5E2f2945Ff4a6568C4DBD3aA15D9e8FfDF0125;Stake DAO Balancer;0xF24d8651578a55b0C119B9910759a351A3458895;187.0;187.0;52.235
balancer;D2D-rETH;0x2D02Bf5EA195dc09854E18E7d2857A16bF376963;Stake DAO Balancer;0xF24d8651578a55b0C119B9910759a351A3458895;171.0;171.0;47.765
cake;USD+-USDT+ 0.05 V3;0x8a06339Abd7499Af755DF585738ebf43D5D62B94;Stake DAO CAKE;0x6a1c1447F97B27dA23dC52802F5f1435b5aC821A;2555.0;2555.0;46.412
cake;USD+-WETH 0.01 V3;0xe37304F7489ed253b2A46A1d9DabDcA3d311D22E;Stake DAO CAKE;0x6a1c1447F97B27dA23dC52802F5f1435b5aC821A;1835.0;1835.0;33.333
cake;USD+-ARB 0.01 V3;0xf92768916015b5eBd9fa54D6BA10dA5864e24914;Stake DAO CAKE;0x6a1c1447F97B27dA23dC52802F5f1435b5aC821A;1115.0;1115.0;20.254
