Protocol;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
curve;USDT+WBTC+WETH ;0xDeFd8FdD20e0f34115C7018CCfb655796F6B2168;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;13431.586;13645.425;4.22
curve;poly-CRV+crvUSDBTCETH ;0x40371aad2a24ed841316EF30938881440FD4426c;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;13606.757;13823.385;4.275
curve;USDC+WBTC+WETH ;0x85D44861D024CB7603Ba906F2Dc9569fC02083F6;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;21469.529;21811.337;6.745
curve;USDT+WBTC+WETH ;0xF29FfF074f5cF755b55FbB3eb10A29203ac91EA2;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;22832.931;23196.445;7.173
curve;USDT+crvUSD ;0x4e6bB6B7447B7B2Aa268C16AB87F4Bb48BF57939;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;15320.941;15564.859;4.813
curve;USDC+crvUSD ;0x95f00391cB5EebCd190EB58728B4CE23DbFa6ac1;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;15372.07;15616.802;4.829
curve;crvUSD+WETH+CRV ;0x8D867BEf70C6733ff25Cc0D1caa8aA6c38B24817;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;37127.436;37718.527;11.664
curve;crvUSD+tBTC+wstETH ;0x60d3d7eBBC44Dc810A743703184f062d00e6dB7e;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;20746.365;21076.66;6.518
curve;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;16245098.88;29232.706;9.04
curve;ETH+stETH ;0x79F21BC30632cd40d2aF8134B469a0EB4C9574AA;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;17023.199;17294.219;5.348
curve;CRV+sdCRV ;0x26F7786de3E6D9Bd37Fcf47BE6F2bC455a21b74A;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;13397.917;13611.22;4.209
curve;base-USDC+USDbC+axlUSDC+crvUSD ;0x79edc58C471Acf2244B8f93d6f425fD06A439407;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;6689.685;6796.189;2.102
curve;base-CRV+crvUSD ;0x89289DC2192914a9F0674f1E9A17C56456549b8A;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;6951.437;7062.108;2.184
curve;USDV+3Crv ;0x2d5727a90eDd42B4d666fF773C7809215284c326;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;3744.858;3804.478;1.177
curve;FRAX+USDC ;0xCFc25170633581Bf896CB6CDeE170e3E3Aa59503;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;2285.974;25037.764;7.743
curve;SDT+cvgSDT ;0x63DC752E11D4c9D0f2160DA20EdF2111FECB0a66;CVG;0x97efFB790f2fbB701D88f89DB4521348A2B77be8;2785.812;2050.578;0.634
curve;base-crvUSD+tBTC+WETH ;0x93933FA992927284e9d508339153B31eb871e1f4;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;8205.426;8336.061;2.578
curve;DOLA+crvUSD ;0xEcAD6745058377744c09747b2715c0170B5699e5;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;237.123;20789.896;6.429
curve;USDC+WETH+INV ;0x4Fc86cd0F9b650280Fa783e3116258e0E0496A2c;INV;0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68;306.768;26896.092;8.318
frax;Convex stkcvxfrxETHWETH;0xB4fdD7444E1d86b2035c97124C46b1528802DA35;FXS;0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0;122.805;132.4;28.648
frax;Convex stkcvxtriSDT;0x50Cde910D1f8b6C787b7903d23082542593E0710;sdFXS;0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36;329.767;329.767;71.352
balancer;B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;2802.846;56.529;2.989
balancer;D2D-rETH;0x2D02Bf5EA195dc09854E18E7d2857A16bF376963;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;2939.407;194.706;10.297
balancer;B-baoETH-ETH-BPT;0xD449Efa0A587f2cb6BE3AE577Bc167a774525810;WETH;0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2;1.415;331.773;17.545
balancer;rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;374.405;24.801;1.312
balancer;rETH/wETH BPT;0xf8a95653cc7ee59afa2304dcc518c431a15c292c;RPL;0xD33526068D116cE69F19A9ee46F0bd304F21A51f;30.138;63.962;3.383
balancer;svETH/wstETH;0xd98ed0426d18b115d6388923803e33ad8aaf11f8;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1190.265;78.843;4.17
balancer;weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;5414.007;358.623;18.965
