address,token,amount
0xE4D39aeA808469Bb6Ad25a6A1C711c23F14225bd,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,868456579317225397368630
0xb67aE4C93Ad6385e1778C7754DBc0DD619864302,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,21701164208794562610555
0x5c0c8D1cF51AC8E8D970051ac69dbDb1315B6036,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,6897481696790391272256
0xc7bE26Aba75DAbA73d9f4C202a16fB5Ca7ABC238,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,2074849518056495816662
0x00bDBEA3f5D313C2Fb28a699b10dda36c60878B1,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,733865346577909938036
0xCAbff2faF11867ad223fB88DD833F9E15917313b,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,656621090004613259835
0xEBB3150E6042ECB11835BF2604Ab70C7C72c27c0,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,176671784852929734023
