Period;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
1753920000;;0x07b1711d4af74af661dde3b774741993b79fc59c;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;1.079050;0.02
1753920000;;0x50700eedde7850b4bf83733c66b272c6ca46c663;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;0.162607;0.00
1753920000;;0x6d98a2b6cdbf44939362a3e99793339ba2016af4;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;724.858613;11.01
1753920000;;0x9f4c227b0fb30a02430d573d657c76ac2de4cee7;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;0.137915;0.00
1753920000;;0xa36b60a14a1a5247912584768c6e53e1a269a9f7;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;1070.751228;16.27
1753920000;;0xdace1121e10500e9e29d071f01593fd76b000f08;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;22.113115;0.34
1753920000;;0xebf7fd1ec45f505175d92db4d180b8f323c17875;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;0.155931;0.00
1754524800;asdCRV - 18DEC2025;0x2f8159644f045a388c1fc954e795202dc1d34308;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;1.712997;0.03
1754524800;;0x6d98a2b6cdbf44939362a3e99793339ba2016af4;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;1818.620203;27.63
1754524800;;0xa36b60a14a1a5247912584768c6e53e1a269a9f7;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;549.263026;8.35
1754524800;;0xe93b4a93e80bd3065b290394264af5d82422ee70;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;2.104584;0.03
1754524800;;0x8867d2b7adb8609c51810237ecc9a25a2f601b97;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;320.640178;4.87
1755129600;asdCRV - 18DEC2025;0x2f8159644f045a388c1fc954e795202dc1d34308;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;1.075029;0.02
1755129600;;0x6d98a2b6cdbf44939362a3e99793339ba2016af4;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;966.568166;14.69
1755129600;;0xa36b60a14a1a5247912584768c6e53e1a269a9f7;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;46.963859;0.71
1755129600;;0x8867d2b7adb8609c51810237ecc9a25a2f601b97;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;330.657153;5.02
1755734400;;0x45f163e583d34b8e276445dd3da9ae077d137d72;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;13.773951;0.21
1755734400;;0x6d98a2b6cdbf44939362a3e99793339ba2016af4;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;438.881604;6.67
1755734400;sUSDe - 27NOV2025;0xb6ac3d5da138918ac4e84441e924a20daa60dbdd;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;34.898711;0.53
1755734400;;0x61e4a41853550dc09dc296088ac83d770cd45c5a;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;141.366761;2.15
1755734400;;0x8867d2b7adb8609c51810237ecc9a25a2f601b97;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;92.986486;1.41
1755734400;;0xe3765ec51aead35ea0a7f3745c1975a73dca21dc;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;0.000000;2.561769;0.04
