Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;813.689380;34.591055;5.69
80T-20TBTC;0xCc6A23446f6388D78F3037BD55f2eB820352d982;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;8018.203084;25.887893;4.26
2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;16672.210818;53.828571;8.86
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;1904.080055;143.482730;23.61
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;1679.996189;126.596799;20.83
B-rETH-STABLE;0x79ef6103a513951a3b25743db509e267685726b7;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;75.214596;11.174166;1.84
50wstETH-50ACX;0xf7b0751fea697cf1a541a5f57d11058a8fb794ee;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;364.960976;54.219988;8.92
weETH/ezETH/rswETH;0x253ed65fff980aee7e94a0dc57be304426048b35;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;319.215207;47.423823;7.80
wstETH-WETH-BPT;0x5c0f23a5c1be65fa710d385814a7fd1bda480b1c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;365.298277;54.270099;8.93
STG/USDC;0x15c84754c7445d0df6c613f1490ca07654347c1b;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;87.322518;12.972965;2.13
bb-WETH-wstETH;0xf8c85bd74fee26831336b51a90587145391a27ba;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;292.013350;43.382612;7.14
